胡润百富榜年份,排名,排名变化,财富(人民币/亿),财富(美元/百万),财富变化,个人信息_人物关系,个人信息_姓名_中文,个人信息_姓名_英文,个人信息_性别,个人信息_年龄,个人信息_照片URL,个人信息_籍贯_中文,个人信息_籍贯_英文,个人信息_出生地_中文,个人信息_出生地_英文,个人信息_常住地_中文,个人信息_常住地_英文,个人信息_教育程度_中文,个人信息_教育程度_英文,个人信息_毕业院校,个人信息_专业_中文,个人信息_专业_英文,企业信息_公司名称_中文,企业信息_公司名称_英文,企业信息_公司总部_中文,企业信息_公司总部_英文,企业信息_行业_中文,企业信息_行业_英文
2024,72,14,520.0,7320.0,8%,夫妇,曹仁贤,Cao Renxian,男,56,https://res.hurun.net/default/icon_men.jpg,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,中国-安徽-合肥,China-Anhui-Hefei,硕士,Master s,未知,,,阳光电源,Sungrow Power Supply,安徽合肥,Anhui,光伏设备,Electric Equipment and Machinery
2024,72,-6,520.0,7320.0,-13%,夫妇,刘强东,Liu Qiangdong,男,50,https://res.hurun.net/photo/000028_Liu_Qiangdong.jpg,中国-江苏-宿迁,China-Jiangsu-Cebu,中国-江苏-宿迁,China-Jiangsu-Cebu,中国-北京,China-Beijing,本科,Undergraduate,中国人民大学,,,京东,JD,北京,Beijing,电子商务、金融,"E-Commerce, Financial Services"
2024,74,34,510.0,7180.0,17%,父子,林木勤,Lin Muqin,男,60,https://res.hurun.net/default/icon_men.jpg,,,中国-广东-深圳,China-Guangdong-Shenzhen,中国-广东-深圳,China-Guangdong-Shenzhen,,,未知,,,东鹏饮料,Eastroc Beverage,广东深圳,Guangdong,食品饮料,Food & Beverages
2024,74,114,510.0,7180.0,89%,个人,朱义,Zhu Yi,男,61,https://res.hurun.net/default/icon_men.jpg,,,,,中国-成都,China-Chengdu,,,未知,,,百利天恒,Biokin Pharmaceutical,四川成都,Sichuan,医药,Pharmaceuticals
2024,76,-12,500.0,7040.0,-18%,家族,汪立平,Wang Liping,男,58,https://res.hurun.net/default/icon_men.jpg,中国-江苏-无锡,China-Jiangsu-Wuxi,中国-江苏-无锡,China-Jiangsu-Wuxi,中国-江苏-常州,China-Jiangsu-Changzhou,,,未知,,,恒立液压,Hengli Hydraulic,江苏常州,Jiangsu,高压油缸,Oil Cylinder
2024,76,3,500.0,7040.0,0%,个人,许仰天,Xu Yangtian,男,40,https://res.hurun.net/default/icon_men.jpg,山东-淄博,China-Shandong,山东-淄博,China-Shandong,中国-广东-广州,China-Guangdong-Guangzhou,,,青岛科技大学-本科,,,希音,Shein,广东广州,Guangdong,电商,E-Commerce
2024,76,13,500.0,7040.0,6%,个人,严昕,Yan Xin,女,41,https://res.hurun.net/default/icon_women.jpg,,,中国-江苏-淮安,China-Jiangsu-Huai'an,中国-江苏-淮安,China-Jiangsu-Huai'an,,,未知,,,苏商,Susun,上海,Shanghai,基础设施建设,Roads
2024,79,61,490.0,6900.0,42%,个人,林斌,Lin Bin,男,56,https://res.hurun.net/photo/000143_Lin_Bin.jpg,,,,,中国-北京,China-Beijing,硕士,Master s,中山大学、Drexel Universit,,,小米,Xiaomi,北京,Beijing,智能硬件与技术,IoT
2024,79,-13,490.0,6900.0,-18%,家族,罗立国,Luo Liguo,男,68,https://res.hurun.net/default/icon_men.jpg,,,中国-浙江-宁波,China-Zhejiang-Ningbo,中国-浙江-宁波,China-Zhejiang-Ningbo,,,未知,,,合盛,Hoshine,浙江宁波,Zhejiang,硅材料,Silicon
2024,79,-22,490.0,6900.0,-26%,家族,吴亚军,Wu Yajun,女,60,https://res.hurun.net/photo/000024_Wu_Yajun.jpg,中国-重庆,China-Chongqing,中国-重庆,China-Chongqing,中国-北京,China-Beijing,本科,Undergraduate,西北工业大学,,,龙湖,Longfor,北京,Beijing,房地产,Real Estate
2024,82,-19,480.0,6760.0,-23%,夫妇,裴振华,Pei Zhenhua,男,未知,https://res.hurun.net/default/icon_men.jpg,,,,,中国-江苏-苏州,China-Jiangsu-Suzhou,,,未知,,,天华超净,Canmax,江苏苏州,Jiangsu,超净产品,Industrial Products
2024,82,9,480.0,6760.0,4%,家族,许世辉,Xu Shihui,男,67,https://res.hurun.net/photo/000043_Xu_Shihui.jpg,,,中国-福建-泉州,China-Fujian-Quanzhou,中国-福建-泉州,China-Fujian-Quanzhou,,,未知,,,达利食品,Dali Foods,福建泉州,Fujian,食品,Food
2024,84,56,460.0,6480.0,33%,家族,蔡明兴,Richard Tsai Ming-Hsing,男,67,https://res.hurun.net/default/icon_men.jpg,中国-福建-泉州,China-Fujian-Quanzhou,中国-台湾,China-Taiwan,中国-台湾-台北,China-Taiwan-Taipei,,,未知,,,富邦,Fubon,台湾台北,Taiwan,金融服务,Financial Services
2024,84,-44,460.0,6480.0,-43%,个人,陈邦,Chen Bang,男,59,https://res.hurun.net/photo/000047_Chen_Bang.jpg,中国-湖南-长沙,China-Hunan-Changsha,中国-湖南-长沙,China-Hunan-Changsha,中国-湖南-长沙,China-Hunan-Changsha,硕士,Master s,未知,,,爱尔眼科,Aier Ophthalmology,湖南长沙,Hunan,医疗服务,Medical Services
2024,86,-2,450.0,6340.0,-8%,家族,黄楚龙,Huang Chulong,男,65,https://res.hurun.net/photo/000102_Huang_Chulong.jpg,中国-广东-揭阳,China-Guangdong-Jieyang,中国-广东-揭阳,China-Guangdong-Jieyang,中国-广东-深圳,China-Guangdong-Shenzhen,,,未知,,,星河,Galaxy,广东深圳,Guangdong,房地产、投资,"Real Estate, Investments"
2024,86,-31,450.0,6340.0,-33%,个人,李华,Li Hua,男,58,https://res.hurun.net/default/icon_men.jpg,,,中国-四川,China - Sichuan,中国-广东-深圳,China-Guangdong-Shenzhen,本科,Undergraduate,华南理工大学,,,卓越,Excellence,广东深圳,Guangdong,房地产,Real Estate
2024,88,67,440.0,6200.0,38%,家族,蔡明忠,Daniel Tsai Ming-Chung,男,68,https://res.hurun.net/default/icon_men.jpg,中国-福建-泉州,China-Fujian-Quanzhou,中国-台湾,China-Taiwan,中国-台湾-台北,China-Taiwan-Taipei,,,未知,,,富邦,Fubon,台湾台北,Taiwan,金融服务,Financial Services
2024,88,42,440.0,6200.0,24%,个人,谢青,Ken Xie,男,未知,https://res.hurun.net/photo/003831_Ken_Xie.jpg,,,中国-北京,China-Beijing,美国-旧金山,United States-San Francisco,硕士,MSc,斯坦福大学,电机工程,Stanford University,飞塔,Fortinet,美国旧金山,San Francisco,网路安全,Network Security
2024,90,2,435.0,6130.0,-4%,家族,李天颖,Wendy Lee,男,未知,https://res.hurun.net/default/icon_men.jpg,中国-香港,China-Hong Kong,中国-香港,China-Hong Kong,中国-香港,China-Hong Kong,,,未知,,,新鸿基,Sun Hung Kai,香港,Hong Kong,房地产,Estate Holding
2024,90,23,435.0,6130.0,6%,家族,米高·嘉道理,Michael Kadoorie,男,83,https://res.hurun.net/default/icon_men.jpg,,,中国-香港,China-Hong Kong,中国-香港,China-Hong Kong,,,未知,,,中电,CLP,香港,Hong Kong,能源,Energy
2024,92,5,430.0,6060.0,-4%,家族,陈贤哲,Chen Shyan Tser,男,71,https://res.hurun.net/default/icon_men.jpg,,,中国-台湾,,中国-台湾-台北,Taiwan,,,未知,,,北极星,Polaris,台湾台北,Taiwan,投资,Investments
2024,92,38,430.0,6060.0,21%,家族,张虔生,Jason Chang CS,男,80,https://res.hurun.net/default/icon_men.jpg,中国-浙江-温州,China-Zhejiang-Wenzhou,中国-台湾,China-Taiwan,中国-台湾-高雄,China-Taiwan-Kaoxiong,,,未知,,,日月光,ASE,台湾高雄,Taiwan,工业品、房地产,"Industrial Products, Real Estate"
2024,94,8,425.0,5990.0,-4%,个人,虞仁荣,Yu Renrong,男,58,https://res.hurun.net/default/icon_men.jpg,,,,,中国-上海,China-Shanghai,本科,Undergraduate,清华,,,韦尔股份,Will,上海浦东,Shanghai,半导体,Semiconductors
2024,95,55,420.0,5920.0,29%,家族,蔡宏图,Tsai Hong-Tu,男,72,https://res.hurun.net/default/icon_men.jpg,中国-福建-泉州,China-Fujian-Quanzhou,中国-台湾,China-Taiwan,中国-台湾-台北,China-Taiwan-Taipei,,,未知,,,霖园,Lin Yuan,台湾台北,Taiwan,金融服务,Financial Services
2024,95,-9,420.0,5920.0,-13%,家族,杨惠妍,Yang Huiyan,女,43,https://res.hurun.net/photo/000006_Yang_Huiyan.jpg,中国-广东-佛山,China-Guangdong-Foshan,中国-广东-佛山,China-Guangdong-Foshan,中国-广东-佛山,China-Guangdong-Foshan,本科,Undergraduate,俄亥俄州立大学,,,碧桂园,Country Garden,广东佛山,Guangdong,投资、房地产、教育,"Investments, Real Estate, Education"
2024,97,-38,415.0,5850.0,-34%,家族,沈国军,Shen Guojun,男,62,https://res.hurun.net/photo/000053_Shen_Guojun.jpg,中国-浙江-宁波,China-Zhejiang-Ningbo,中国-浙江-宁波,China-Zhejiang-Ningbo,中国-北京,China-Beijing,硕士,Master s,中南财经大学,,,银泰,Yintai,北京,Beijing,零售、房地产、物流,"Retail, Real Estate, Logistics"
2024,97,26,415.0,5850.0,11%,家族,宋建波,Song Jianbo,男,54,https://res.hurun.net/default/icon_men.jpg,中国-山东-烟台,China-Shandong,中国-山东-烟台,China-Shandong,中国-山东-烟台,China-Shandong,,,未知,,,南山,Nanshan,山东烟台,Shandong,铝业、纺织、房地产,"Aluminium, Apparel, Real Estate"
2024,99,66,410.0,5770.0,34%,家族,霍斯特·帕德威尔,Horst Julius Pudwill,男,79,https://res.hurun.net/default/icon_men.jpg,,,中国-香港,China-Hong Kong,中国-香港,China-Hong Kong,,,未知,,,创科实业,TTI,香港,Hong Kong,消费品,Consumer Goods
2024,99,6,410.0,5770.0,-7%,家族,鲁伟鼎,Lu Weiding,男,53,https://res.hurun.net/photo/000076_Lu_Weiding.jpg,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,中国-浙江-杭州,China-Zhejiang-Hangzhou,,,未知,,,万向,Wanxiang,浙江杭州,Zhejiang,汽车制造业、房地产、农业,"Car parts, real estate, agriculture"
2024,99,-33,410.0,5770.0,-32%,家族,其实,Qi Shi,男,54,https://res.hurun.net/default/icon_men.jpg,中国-上海,China-Shanghai,中国-上海,China-Shanghai,中国-上海,China-Shanghai,博士,Doctorate,上交大、复旦,,,东方财富,Eastmoney,上海徐汇,Shanghai,信息服务,Data Services
2024,99,6,410.0,5770.0,-7%,个人,阮立平,Ruan Liping,男,60,https://res.hurun.net/photo/004866_Ruan_Liping.jpg,,,,,中国-宁波,China-Ningbo,,,未知,,,公牛,Gong Niu Group,浙江宁波,Zhejiang,插座,Power Strip
2024,103,-44,405.0,5700.0,-36%,个人,方威,Fang Wei,男,51,https://res.hurun.net/default/icon_men.jpg,中国-辽宁-沈阳,China-Liaoning-Shenyang,中国-辽宁-沈阳,China-Liaoning-Shenyang,中国-北京,China-Beijing,,,未知,,,方大,Fangda,北京,Beijing,碳素、钢铁、煤焦,"Carbon, Steel, Coal"
2024,103,-50,405.0,5700.0,-40%,家族,蒋仁生,Jiang Rensheng,男,71,https://res.hurun.net/photo/000050_Jiang_Rensheng.jpg,中国-广西-桂林,China-Guangxi-Guilin,中国-广西-桂林,China-Guangxi-Guilin,中国-重庆,China-Chongqing,,,桂林医学院,,,智飞生物,Zhifei,重庆,Chongqing,疫苗,Vaccines
2024,103,2,405.0,5700.0,-8%,个人,阮学平,Ruan Xueping,男,52,https://res.hurun.net/default/icon_men.jpg,,,,,中国-宁波,China-Ningbo,,,未知,,,公牛,Gong Niu Group,浙江宁波,Zhejiang,插座,Power Strip
2024,103,-11,405.0,5700.0,-11%,家族,朱孟依,Zhu Mengyi,男,65,https://res.hurun.net/default/icon_men.jpg,中国-广东-梅州,China-Guangdong-Meizhou,中国-广东-梅州,China-Guangdong-Meizhou,中国-广东-广州,China-Guangdong-Guangzhou,,,未知,,,合生创展,Hopson,广东广州,Guangdong,房地产、投资,Real Estate
2024,107,2,400.0,5630.0,-7%,家族,蔡衍明,Tsai Eng-Meng,男,67,https://res.hurun.net/default/icon_men.jpg,中国-福建-泉州,China-Fujian-Quanzhou,中国-台湾-台北,China-Taiwan-Taipei,中国-台湾-台北,China-Taiwan-Taipei,,,未知,,,旺旺,Want Want,台湾台北,Taiwan,食品和饮料,Food & Beverages
2024,107,-5,400.0,5630.0,-10%,个人,丁世忠,Ding Shizhong,男,54,https://res.hurun.net/photo/000081_Ding_Shizhong.jpg,,,中国-福建-泉州,China-Fujian-Quanzhou,中国-福建-厦门,China-Fujian-Xiamen,,,未知,,,安踏,Anta,福建厦门,Fujian,体育用品,Sportswear
2024,107,-28,400.0,5630.0,-20%,个人,赖海民,Lai Haimin,男,58,https://res.hurun.net/default/icon_men.jpg,中国-广东-揭阳,China-Guangdong-Jieyang,中国-广东-揭阳,China-Guangdong-Jieyang,中国-广东-深圳,China-Guangdong-Shenzhen,,,未知,,,鸿荣源,Horoy,广东深圳,Guangdong,房地产,Real Estate
2024,107,19,400.0,5630.0,8%,个人,刘伟,Liu Wei,男,37,https://res.hurun.net/default/icon_men.jpg,,,,,中国-上海,China-Shanghai,,,未知,,,米哈游,Mihoyo,上海,Shanghai,游戏,Online games
2024,107,11,400.0,5630.0,4%,家族,苏海文,Helmut Sohmen,男,83,https://res.hurun.net/default/icon_men.jpg,,,奥地利,Austria,中国-香港,China-Hong Kong,,,未知,,,BW,BW Group,香港,Hong Kong,物流,Logistics
2024,112,201,395.0,5560.0,126%,个人,王旭宁,Wang Xuning,男,55,https://res.hurun.net/default/icon_men.jpg,中国-北京,China-Beijing,中国-北京,China-Beijing,中国-上海,China-Shanghai,硕士,Master s,北交大、中欧,,,JS环球生活,JS Global Life,香港,Hong Kong,小家电,Household Appliances
2024,113,46,390.0,5490.0,24%,个人,谢华,Michael Xie,男,未知,https://res.hurun.net/default/icon_men.jpg,,,中国-北京,China-Beijing,美国-旧金山,United States-San Francisco,硕士,MSc,曼尼托巴大学,电机工程,Manitoba University,飞塔,Fortinet,美国旧金山,San Francisco,网路安全,Network Security
2024,114,53,385.0,5420.0,28%,家族,蔡政达,Tsai Cheng-Ta,男,未知,https://res.hurun.net/default/icon_men.jpg,中国-福建-泉州,China-Fujian-Quanzhou,中国-台湾,China-Taiwan,中国-台湾-台北,China-Taiwan-Taipei,,,未知,,,霖园,Lin Yuan,台湾台北,Taiwan,金融服务,Financial Services
2024,114,-35,385.0,5420.0,-23%,个人,李平,Li Ping,男,56,https://res.hurun.net/default/icon_men.jpg,,,,,中国-福建-宁德,China-Fujian-Ningde,本科,Undergraduate,复旦,,,宁德时代,CATL,福建宁德,Fujian,锂电池,Battery Technology
2024,116,68,380.0,5350.0,38%,个人,曾芳勤,Zeng Fangqin,女,59,https://res.hurun.net/default/icon_women.jpg,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,,,未知,,,领益智造,Lingyi Itech,广东江门,Guangdong,消费电子精密件,Electronic Components
2024,116,-6,380.0,5350.0,-11%,个人,丁世家,Ding Shijia,男,60,https://res.hurun.net/default/icon_men.jpg,,,中国-福建-泉州,China-Fujian-Quanzhou,中国-福建-厦门,China-Fujian-Xiamen,,,未知,,,安踏,Anta,福建厦门,Fujian,体育用品,Sportswear
2024,116,21,380.0,5350.0,9%,个人,罗宇皓,Luo Yuhao,男,37,https://res.hurun.net/default/icon_men.jpg,,,,,中国-上海,China-Shanghai,,,未知,,,米哈游,Mihoyo,上海,Shanghai,游戏,Online games
2024,116,2,380.0,5350.0,-1%,个人,沈彬,Shen Bin,未知,未知,https://res.hurun.net/default/icon_women.jpg,江苏苏州,China-Zhejiang-Hangzhou,中国-浙江-杭州,Jiangsu,江苏苏州,Jiangsu,本科,,中国地址大学,,,沙钢,Sha Steel,江苏苏州,Jiangsu,钢铁,Steel
2024,120,154,375.0,5280.0,92%,个人,李小冬,Forrest Xiaodong Li,男,46,https://res.hurun.net/default/icon_men.jpg,,,,,新加坡,Singapore,,,未知,,,冬海集团,Sea,新加坡,Singapore,网络游戏、电商,"Online Games, E-Commerce"
2024,120,10,375.0,5280.0,6%,家族,谢炳,Xie Bing,男,72,https://res.hurun.net/default/icon_men.jpg,中国-广东-汕头,China-Guangdong-Shantou,中国-广东-汕头,China-Guangdong-Shantou,中国-香港,China-Hong Kong,,,未知,,,中生制药,Sino Biopharmaceutical,北京,Beijing,医药,Pharmaceuticals
2024,122,40,370.0,5210.0,19%,家族,高德康,Gao Dekang,男,72,https://res.hurun.net/photo/000123_Gao_Dekang.jpg,中国-江苏-苏州,China-Jiangsu-Suzhou,中国-江苏-苏州,China-Jiangsu-Suzhou,中国-江苏-苏州,China-Jiangsu-Suzhou,,,未知,,,波司登,Bosideng,江苏苏州,Jiangsu,服装,Apparel
2024,122,-20,370.0,5210.0,-17%,家族,马建荣,Ma Jianrong,男,59,https://res.hurun.net/default/icon_men.jpg,,,中国-浙江,China-Zhejiang,中国-浙江-宁波,China-Zhejiang-Ningbo,,,未知,,,申洲针织,Shenzhou,浙江宁波,Zhejiang,纺织、服装,Textiles
2024,122,8,370.0,5210.0,4%,夫妇,修涞贵,Xiu Laigui,男,69,https://res.hurun.net/photo/000157_Xiu_Laigui.jpg,,,中国-吉林,China- Jilin,中国-吉林-长春,China-Jilin-Changchun,本科,Undergraduate,吉林大学,,,修正药业,Xiuzheng,吉林长春,Jilin,医药,Pharmaceuticals
2024,125,-51,360.0,5070.0,-36%,个人,邬建树,Wu Jianshu,男,60,https://res.hurun.net/default/icon_men.jpg,,,中国-浙江-宁波,China-Zhejiang-Ningbo,中国-浙江-宁波,China-Zhejiang-Ningbo,,,未知,,,拓普,Tuopu,浙江宁波,Zhejiang,汽车零部件制造,Automobile parts
2024,126,-4,355.0,5000.0,-7%,个人,陈发树,Chen Fashu,男,63,https://res.hurun.net/photo/000096_Chen_Fashu.jpg,,,中国-福建-泉州,China-Fujian-Quanzhou,中国-福建-福州,China-Fujian-Fuzhou,,,未知,,,新华都,Xinhuadu,福建福州,Fujian,医药、零售、投资,"Retail, Pharmaceuticals, Investments"
2024,126,4,355.0,5000.0,0%,家族,黄如论,Huang Rulun,男,73,https://res.hurun.net/photo/000115_Huang_Rulun.jpg,中国-河南,China-Henan,中国-福建-福州,China-Fujian-Fuzhou,中国-北京,China-Beijing,,,未知,,,世纪金源,Century Golden Resources,北京,Beijing,房地产,Real Estate
2024,128,-10,350.0,4930.0,-9%,个人,赖梅松,Lai Meisong,男,54,https://res.hurun.net/photo/000092_Lai_Meisong.jpg,,,,,中国-上海,China-Shanghai,,,未知,,,中通,ZTO,上海青浦,Shanghai,物流,Logistics
2024,128,-49,350.0,4930.0,-30%,个人,汪滔,Wang Tao,男,44,https://res.hurun.net/default/icon_men.jpg,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,中国-广东-深圳,China-Guangdong-Shenzhen,本科,Undergraduate,香港科技大学,,,大疆,DJI,广东深圳,Guangdong,无人机,Drones
2024,128,77,350.0,4930.0,40%,个人,张和君,Zhang Hejun,男,72,https://res.hurun.net/default/icon_men.jpg,,,,,中国-浙江-宁波,China-Zhejiang-Ningbo,,,未知,,,德业股份,Deye Technology,浙江宁波,Zhejiang,电器零部件制造,Electrical machinery 
2024,131,-3,340.0,4790.0,-7%,家族,朱艳,Zhu Yan,男,53,https://res.hurun.net/default/icon_men.jpg,,,中国-陕西-渭南,China-Shaanxi,中国-北京,China-Beijing,,,未知,,,贝壳,KE,北京,Beijing,房地产服务,Real Estate Service
2024,132,30,335.0,4720.0,8%,夫妇,陈志列,Chen Zhilie,男,61,https://res.hurun.net/default/icon_men.jpg,中国-江苏-无锡,China-Jiangsu-Wuxi,中国-江苏-无锡,China-Jiangsu-Wuxi,中国-广东-深圳,China-Guangdong-Shenzhen,硕士,Master s,西北工大研究生院,,,研祥,Evoc,广东深圳,Guangdong,特种计算机,Intelligent Devices
2024,132,-82,335.0,4720.0,-52%,个人,李想,Li Xiang,男,43,https://res.hurun.net/photo/005223_Li_Xiang.jpg,,,,,中国-北京,,,,未知,,,理想汽车,Li Auto,北京,Beijing,新能源汽车,E-cars
2024,132,142,335.0,4720.0,72%,个人,张忠谋,Morris Chang Chung-Mou,男,93,https://res.hurun.net/default/icon_men.jpg,中国-浙江-宁波,China-Zhejiang-Ningbo,中国-浙江-宁波,China-Zhejiang-Ningbo,中国-台湾-新竹,China-Taiwan-Hsinchu,,,未知,,,台积电,TSMC,台湾新竹,Taiwan,半导体,Semiconductors
2024,135,-43,330.0,4650.0,-27%,夫妇,刘金成,Liu Jincheng,男,60,https://res.hurun.net/photo/000281_Liu_Jincheng.jpg,,,中国-湖北-武汉,China -Hubei-Wuhan,中国-广东-惠州,China-Guangdong-Huizhou,硕士,Master s,武大,,,亿纬锂能,EVE Energy,广东惠州,Guangdong,锂电池,Lithium Battery
2024,135,11,330.0,4650.0,-1%,个人,张志祥,Zhang Zhixiang,男,57,https://res.hurun.net/photo/000128_Zhang_Zhixiang.jpg,中国-浙江-宁波,China-Zhejiang-Ningbo,中国-浙江-宁波,China-Zhejiang-Ningbo,中国-北京,China-Beijing,本科,Undergraduate,浙江工业,,,建龙,Jianlong,北京,Beijing,钢铁、矿业、船运,"Steel, Mining, Shipbuilding"
2024,137,-40,325.0,4580.0,-28%,个人,李革,Li Ge,男,57,https://res.hurun.net/photo/000104_Li_Ge.jpg,中国-浙江-温州,China-Zhejiang-Wenzhou,中国-北京,China-Beijing,中国-上海,China-Shanghai,,,美国哥伦比亚大学,,,药明康德,Wuxi Pharma Tech,上海浦东,Shanghai,医药,Pharmaceuticals
2024,137,22,325.0,4580.0,3%,家族,林张素娥,Lin Chang Su-E,男,未知,https://res.hurun.net/default/icon_men.jpg,中国-福建-泉州,China-Fujian-Quanzhou,,,中国-台湾-台北,China-Taiwan-Taipei,,,未知,,,联邦,Liberty Times,台湾台北,Taiwan,房地产、金融,"Real Estate, Financial Services"
2024,137,-7,325.0,4580.0,-8%,父女,史玉柱,Shi Yuzhu,男,62,https://res.hurun.net/photo/000074_Shi_Yuzhu.jpg,中国-安徽-蚌阜,China-Anhui-Yu,中国-安徽-蚌阜,China-Anhui-Yu,中国-上海,China-Shanghai,本科,Undergraduate,深圳大学,,,巨人,Giant,上海松江,Shanghai,金融、在线游戏、投资,"Finance, online games, Investments"
2024,140,150,320.0,4510.0,73%,个人,陈天石,Chen Tianshi,男,39,https://res.hurun.net/default/icon_men.jpg,,,,,中国-北京,,,,未知,,,寒武纪,Cambricon,北京,Beijing,人工智能芯片,AI Chips
2024,140,-43,320.0,4510.0,-29%,个人,何小鹏,He Xiaopeng,男,47,https://res.hurun.net/photo/000125_He_Xiaopeng.jpg,中国-湖北-黄石,China-Hubei-Yellowstone,中国-湖北-黄石,China -Hubei - Yellowstone,中国-广东-广州,China-Guangdong-Guangzhou,本科,Undergraduate,华南理工,,,小鹏汽车,Xpeng Motors,广东广州,Guangdong,新能源汽车,E-cars
2024,140,-14,320.0,4510.0,-14%,个人,胡凯军,Hu Kaijun,男,62,https://res.hurun.net/default/icon_men.jpg,,,,,中国-北京,China-Beijing,,,未知,,,远大,Grand Enterprises,北京,Beijing,医药,Pharmaceuticals
2024,143,12,315.0,4440.0,-2%,个人,陈金霞,Chen Jinxia,女,56,https://res.hurun.net/default/icon_women.jpg,中国-上海,China-Shanghai,中国-上海,China-Shanghai,中国-上海,China-Shanghai,硕士,Master s,上海财经大学,,,涌金投资,Yongjin,上海浦东,Shanghai,医药、投资,"Pharmaceutical, Investments"
2024,144,21,310.0,4370.0,2%,个人,何超琼,Pansy Ho Chiu-king,女,62,https://res.hurun.net/default/icon_women.jpg,中国-澳门,China-Macau,中国-香港,China-Hong Kong,中国-香港,China-Hong Kong,,,未知,,,信德、美高梅中国,"Shun Tak, MGM China",香港,Hong Kong,博彩,Gaming
2024,145,5,305.0,4300.0,-6%,家族,郭炳联,Raymond Kwok,男,72,https://res.hurun.net/default/icon_men.jpg,中国-香港,China-Hong Kong,中国-香港,China-Hong Kong,中国-香港,China-Hong Kong,,,未知,,,新鸿基,Sun Hung Kai,香港,Hong Kong,房地产,Estate Holding
2024,145,5,305.0,4300.0,-6%,家族,郭基辉,Adam Kwok Kai-fai,男,41,https://res.hurun.net/default/icon_men.jpg,中国-香港,China-Hong Kong,中国-香港,China-Hong Kong,中国-香港,China-Hong Kong,,,未知,,,新鸿基,Sun Hung Kai,香港,Hong Kong,房地产,Estate Holding
2024,145,-30,305.0,4300.0,-22%,夫妇,施永宏,Shi Yonghong,男,54,https://res.hurun.net/photo/000046_Shi_Yonghong.jpg,,,中国-四川-成都,China - Sichuan-Chengdu,中国-北京,China-Beijing,,,未知,,,海底捞,Haidilao,北京,Beijing,餐饮,Restaurants
2024,148,36,300.0,4230.0,9%,个人,程雪,Cheng Xue,女,54,https://res.hurun.net/default/icon_women.jpg,,,中国-江苏-盐城,China - Jiangsu - Yancheng,中国-广东-佛山,China-Guangdong-Foshan,本科,Undergraduate,未知,,,海天味业,Haitian,广东佛山,Guangdong,调味品,Food Flavorings
